HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_2 (V),VsCH_3 (V),VsCH_4 (V),IsCH_1 (A),IsCH_2 (A),IsCH_3 (A),IsCH_4 (A)
37.5,37.3862,0.00205,3.93844e+01,3.93842e+01,3.93846e+01,3.93843e+01,3.02295e-08,3.26137e-08,2.74579e-08,3.14713e-08
37.5,37.3879,0.00090,3.93864e+01,3.93865e+01,3.93861e+01,3.93861e+01,2.55903e-08,2.26796e-08,3.01301e-08,2.94546e-08
37.5,37.3891,0.00110,3.93877e+01,3.93876e+01,3.93874e+01,3.93875e+01,2.34445e-08,2.53717e-08,2.84016e-08,2.60174e-08
37.5,37.3889,0.00020,3.93874e+01,3.93875e+01,3.93873e+01,3.93877e+01,2.44280e-08,2.37624e-08,2.74380e-08,1.95404e-08
37.5,37.3892,0.00065,3.93877e+01,3.93878e+01,3.93875e+01,3.93876e+01,2.47161e-08,2.27988e-08,2.76168e-08,2.71300e-08
37.5,37.3888,-0.00020,3.93874e+01,3.93875e+01,3.93870e+01,3.93874e+01,2.40107e-08,2.17259e-08,2.98719e-08,2.27491e-08
37.5,37.389,0.00020,3.93877e+01,3.93878e+01,3.93877e+01,3.93877e+01,2.19444e-08,2.05934e-08,2.19544e-08,2.22325e-08
37.5,37.3895,0.00060,3.93882e+01,3.93880e+01,3.93881e+01,3.93881e+01,2.16166e-08,2.45969e-08,2.39213e-08,2.33352e-08
37.5,37.3891,-0.00005,3.93877e+01,3.93879e+01,3.93875e+01,3.93880e+01,2.40604e-08,1.92821e-08,2.63949e-08,1.80006e-08
37.5,37.3899,-0.00005,3.93889e+01,3.93884e+01,3.93884e+01,3.93886e+01,1.63317e-08,2.49843e-08,2.51234e-08,2.21233e-08
