HV_set (V),HV_rdb (V), HV_err (V),VsCH_5 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),IsCH_5 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A)
37.5,37.3882,0.00160,3.93866e+01,3.93869e+01,3.93865e+01,3.93868e+01,2.72691e-08,2.11596e-08,2.88486e-08,2.29279e-08
37.5,37.3898,0.00130,3.93885e+01,3.93886e+01,3.93887e+01,3.93883e+01,2.14279e-08,2.02854e-08,1.75138e-08,2.56300e-08
37.5,37.3902,0.00095,3.93886e+01,3.93889e+01,3.93890e+01,3.93891e+01,2.63254e-08,2.20935e-08,2.01960e-08,1.85966e-08
37.5,37.3901,0.00055,3.93888e+01,3.93886e+01,3.93886e+01,3.93888e+01,2.10007e-08,2.46863e-08,2.48750e-08,2.24312e-08
37.5,37.3893,-0.00110,3.93877e+01,3.93878e+01,3.93877e+01,3.93883e+01,2.61664e-08,2.49247e-08,2.73685e-08,1.62522e-08
37.5,37.3904,0.00010,3.93896e+01,3.93892e+01,3.93893e+01,3.93892e+01,1.37289e-08,2.06828e-08,1.79509e-08,1.98881e-08
37.5,37.3903,-0.00085,3.93893e+01,3.93892e+01,3.93889e+01,3.93889e+01,1.74840e-08,1.85768e-08,2.27988e-08,2.27491e-08
37.5,37.3903,0.00005,3.93892e+01,3.93889e+01,3.93888e+01,3.93889e+01,1.88251e-08,2.33352e-08,2.55009e-08,2.38021e-08
37.5,37.3916,0.00055,3.93904e+01,3.93905e+01,3.93901e+01,3.93904e+01,1.98185e-08,1.78913e-08,2.41995e-08,1.92225e-08
37.5,37.3916,0.00090,3.93903e+01,3.93904e+01,3.93904e+01,3.93899e+01,2.14279e-08,1.99080e-08,1.95901e-08,2.83023e-08
