HV_set (V),HV_rdb (V), HV_err (V),VsCH_13 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_13 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A)
35.0,35.1002,0.00450,3.70999e+01,3.71002e+01,3.71001e+01,3.70999e+01,5.71211e-09,-2.18550e-10,2.39578e-09,5.57800e-09
35.5,35.6046,0.00285,3.76044e+01,3.76044e+01,3.76044e+01,3.76045e+01,3.99848e-09,3.41402e-09,2.61267e-09,2.03980e-09
36.0,36.1083,0.00235,3.81081e+01,3.81082e+01,3.81083e+01,3.81081e+01,4.16074e-09,1.25501e-09,-7.35124e-10,2.83122e-09
36.5,36.6112,0.00235,3.86109e+01,3.86112e+01,3.86110e+01,3.86110e+01,4.58293e-09,-3.99020e-10,3.39746e-09,2.81466e-09
37.0,37.1152,0.00340,3.91147e+01,3.91145e+01,3.91145e+01,3.91144e+01,8.39598e-09,1.22521e-08,1.10848e-08,1.38846e-08
37.5,37.6192,0.00325,3.96167e+01,3.96170e+01,3.96171e+01,3.96165e+01,4.16918e-08,3.72479e-08,3.53373e-08,4.51571e-08
38.0,38.1225,0.00350,4.01178e+01,4.01172e+01,4.01177e+01,4.01172e+01,7.86218e-08,8.80592e-08,7.98619e-08,8.80559e-08
38.5,38.625,0.00305,4.06163e+01,4.06156e+01,4.06168e+01,4.06165e+01,1.45098e-07,1.57502e-07,1.36758e-07,1.42294e-07
39.0,39.1288,0.00255,4.11154e+01,4.11143e+01,4.11159e+01,4.11151e+01,2.22731e-07,2.41993e-07,2.14342e-07,2.27936e-07
39.5,39.6326,0.00325,4.16137e+01,4.16109e+01,4.16142e+01,4.16129e+01,3.15863e-07,3.61466e-07,3.06605e-07,3.28441e-07
40.0,40.1347,0.00255,4.21078e+01,4.21048e+01,4.21086e+01,4.21073e+01,4.47800e-07,4.98823e-07,4.35046e-07,4.56749e-07
40.5,40.6379,0.00265,4.26018e+01,4.25973e+01,4.26019e+01,4.26006e+01,6.01860e-07,6.76125e-07,5.99661e-07,6.21238e-07
41.0,41.1418,0.00345,4.30930e+01,4.30871e+01,4.30934e+01,4.30920e+01,8.14185e-07,9.11428e-07,8.06361e-07,8.30472e-07
41.5,41.6463,0.00310,4.35805e+01,4.35733e+01,4.35810e+01,4.35800e+01,1.09622e-06,1.21702e-06,1.08854e-06,1.10543e-06
42.0,42.148,0.00115,4.40607e+01,4.40505e+01,4.40607e+01,4.40599e+01,1.45573e-06,1.62515e-06,1.45510e-06,1.46877e-06
42.5,42.6526,0.00390,4.45349e+01,4.45210e+01,4.45339e+01,4.45355e+01,1.96297e-06,2.19406e-06,1.97909e-06,1.95262e-06
43.0,43.1552,0.00255,4.49991e+01,4.49768e+01,4.49935e+01,4.49973e+01,2.60302e-06,2.97420e-06,2.69525e-06,2.63221e-06
43.5,43.6572,0.00175,4.54417e+01,4.54153e+01,4.54360e+01,4.54432e+01,3.59291e-06,4.03215e-06,3.68683e-06,3.56836e-06
44.0,44.1589,0.00050,4.58609e+01,4.58241e+01,4.58498e+01,4.58622e+01,4.96775e-06,5.58132e-06,5.15307e-06,4.94585e-06
44.5,44.6629,0.00280,4.62424e+01,4.61877e+01,4.62228e+01,4.62464e+01,7.00968e-06,7.92175e-06,7.33657e-06,6.94332e-06
45.0,45.1664,0.00260,4.65686e+01,4.65019e+01,4.65394e+01,4.65798e+01,9.96623e-06,1.10775e-05,1.04520e-05,9.77896e-06
