HV_set (V),HV_rdb (V), HV_err (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A)
37.0,37.1112,0.00170,3.91105e+01,3.91105e+01,3.91108e+01,3.91105e+01,1.24971e-08,1.23382e-08,7.50025e-09,1.11759e-08
37.0,37.1119,0.00070,3.91118e+01,3.91114e+01,3.91113e+01,3.91116e+01,2.17557e-09,8.98043e-09,1.06295e-08,5.29488e-09
37.0,37.1119,-0.00025,3.91114e+01,3.91109e+01,3.91113e+01,3.91116e+01,8.88109e-09,1.68979e-08,1.08282e-08,5.24521e-09
37.0,37.1134,0.00075,3.91126e+01,3.91127e+01,3.91130e+01,3.91128e+01,1.28249e-08,1.08679e-08,7.39098e-09,9.84470e-09
37.0,37.1137,0.00105,3.91134e+01,3.91133e+01,3.91132e+01,3.91129e+01,4.33127e-09,7.05322e-09,8.29498e-09,1.31826e-08
37.0,37.1137,0.00050,3.91132e+01,3.91129e+01,3.91132e+01,3.91132e+01,7.84794e-09,1.32024e-08,9.01024e-09,8.15590e-09
37.0,37.1131,-0.00095,3.91126e+01,3.91128e+01,3.91125e+01,3.91124e+01,7.71880e-09,4.90745e-09,9.97384e-09,1.18911e-08
37.0,37.1134,0.00035,3.91130e+01,3.91128e+01,3.91132e+01,3.91126e+01,7.15256e-09,1.04904e-08,3.87430e-09,1.37885e-08
37.0,37.1124,-0.00160,3.91118e+01,3.91123e+01,3.91123e+01,3.91119e+01,1.00136e-08,2.16564e-09,2.05636e-09,9.15925e-09
37.0,37.1138,0.00045,3.91132e+01,3.91131e+01,3.91135e+01,3.91133e+01,9.82483e-09,1.16924e-08,4.40081e-09,7.72874e-09
