HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_2 (V),VsCH_3 (V),VsCH_4 (V),IsCH_1 (A),IsCH_2 (A),IsCH_3 (A),IsCH_4 (A)
37.0,37.3602,0.00170,3.93585e+01,3.93585e+01,3.93584e+01,3.93585e+01,2.91467e-08,2.75473e-08,3.08057e-08,2.80341e-08
37.0,37.3605,0.00035,3.93590e+01,3.93588e+01,3.93591e+01,3.93589e+01,2.45670e-08,2.89579e-08,2.37226e-08,2.65936e-08
37.0,37.3603,-0.00045,3.93588e+01,3.93588e+01,3.93588e+01,3.93591e+01,2.42591e-08,2.55803e-08,2.49048e-08,2.03252e-08
37.0,37.3606,-0.00025,3.93593e+01,3.93590e+01,3.93593e+01,3.93592e+01,2.24312e-08,2.61565e-08,2.11298e-08,2.41597e-08
37.0,37.3616,0.00070,3.93603e+01,3.93601e+01,3.93604e+01,3.93601e+01,2.14577e-08,2.53618e-08,1.99179e-08,2.54611e-08
37.0,37.3612,-0.00045,3.93598e+01,3.93599e+01,3.93598e+01,3.93598e+01,2.39909e-08,2.16862e-08,2.28286e-08,2.31067e-08
37.0,37.36,-0.00045,3.93585e+01,3.93585e+01,3.93587e+01,3.93585e+01,2.53220e-08,2.41896e-08,2.19742e-08,2.56201e-08
37.0,37.3596,-0.00090,3.93582e+01,3.93581e+01,3.93583e+01,3.93583e+01,2.35637e-08,2.45869e-08,2.21531e-08,2.23418e-08
37.0,37.3599,-0.00045,3.93586e+01,3.93584e+01,3.93587e+01,3.93584e+01,2.11994e-08,2.44876e-08,1.98285e-08,2.46167e-08
37.0,37.3605,0.00065,3.93593e+01,3.93591e+01,3.93594e+01,3.93593e+01,1.98384e-08,2.37425e-08,1.90636e-08,2.06033e-08
