HV_set (V),HV_rdb (V), HV_err (V),VsCH_5 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),IsCH_5 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A)
37.0,37.3581,0.00115,3.93568e+01,3.93567e+01,3.93569e+01,3.93567e+01,2.21332e-08,2.31663e-08,1.95404e-08,2.35538e-08
37.0,37.3588,0.00010,3.93577e+01,3.93577e+01,3.93575e+01,3.93573e+01,1.79708e-08,1.85470e-08,2.22921e-08,2.45273e-08
37.0,37.36,0.00065,3.93587e+01,3.93585e+01,3.93588e+01,3.93588e+01,2.15471e-08,2.51929e-08,1.99080e-08,1.99676e-08
37.0,37.3594,-0.00040,3.93582e+01,3.93581e+01,3.93584e+01,3.93584e+01,1.97291e-08,2.08418e-08,1.65006e-08,1.71463e-08
37.0,37.3592,-0.00030,3.93583e+01,3.93581e+01,3.93582e+01,3.93581e+01,1.48118e-08,1.91430e-08,1.71562e-08,1.84079e-08
37.0,37.3604,0.00085,3.93592e+01,3.93593e+01,3.93594e+01,3.93591e+01,2.00470e-08,1.83582e-08,1.69476e-08,2.11895e-08
37.0,37.3597,0.00030,3.93585e+01,3.93585e+01,3.93587e+01,3.93586e+01,1.96894e-08,2.01364e-08,1.73748e-08,1.84874e-08
37.0,37.3604,0.00045,3.93593e+01,3.93591e+01,3.93593e+01,3.93594e+01,1.90834e-08,2.16464e-08,1.83284e-08,1.74344e-08
37.0,37.3589,-0.00015,3.93576e+01,3.93578e+01,3.93577e+01,3.93577e+01,2.14477e-08,1.89642e-08,2.04543e-08,2.04345e-08
37.0,37.3608,0.00150,3.93596e+01,3.93594e+01,3.93596e+01,3.93594e+01,1.92126e-08,2.25405e-08,2.00768e-08,2.29875e-08
