HV_set (V),HV_rdb (V), HV_err (V),VsCH_13 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_13 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A)
37.0,37.359,0.00145,3.93578e+01,3.93576e+01,3.93578e+01,3.93575e+01,1.97490e-08,2.35736e-08,2.07524e-08,2.49445e-08
37.0,37.3601,0.00030,3.93588e+01,3.93586e+01,3.93592e+01,3.93588e+01,2.09610e-08,2.49545e-08,1.51197e-08,2.13981e-08
37.0,37.361,0.00090,3.93598e+01,3.93597e+01,3.93598e+01,3.93596e+01,1.98086e-08,2.09312e-08,1.99080e-08,2.27988e-08
37.0,37.3612,0.00060,3.93602e+01,3.93600e+01,3.93600e+01,3.93600e+01,1.72953e-08,2.07325e-08,2.00868e-08,2.02457e-08
37.0,37.3613,0.00030,3.93602e+01,3.93601e+01,3.93601e+01,3.93603e+01,1.78119e-08,2.04643e-08,1.96199e-08,1.72754e-08
37.0,37.3602,-0.00015,3.93592e+01,3.93589e+01,3.93593e+01,3.93590e+01,1.62025e-08,2.21928e-08,1.47919e-08,2.03947e-08
37.0,37.3605,0.00030,3.93595e+01,3.93595e+01,3.93595e+01,3.93594e+01,1.69178e-08,1.61032e-08,1.61032e-08,1.75138e-08
37.0,37.361,0.00055,3.93598e+01,3.93597e+01,3.93599e+01,3.93597e+01,2.05537e-08,2.17358e-08,1.81198e-08,2.11199e-08
37.0,37.3599,-0.00025,3.93589e+01,3.93588e+01,3.93589e+01,3.93586e+01,1.60833e-08,1.86861e-08,1.65602e-08,2.10603e-08
37.0,37.36,-0.00070,3.93588e+01,3.93589e+01,3.93586e+01,3.93588e+01,2.01960e-08,1.80801e-08,2.25902e-08,1.92622e-08
