HV_set (V),HV_rdb (V), HV_err (V),VsCH_13 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_13 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A)
35.0,34.8063,0.00420,3.68061e+01,3.68060e+01,3.68061e+01,3.68061e+01,2.67062e-09,4.73857e-09,3.24017e-09,3.13587e-09
35.5,35.3089,0.00310,3.73089e+01,3.73091e+01,3.73088e+01,3.73087e+01,7.28501e-10,-3.01169e-09,1.84278e-09,2.74678e-09
36.0,35.81,-0.00020,3.78096e+01,3.78094e+01,3.78098e+01,3.78096e+01,6.60121e-09,1.01593e-08,2.72857e-09,6.31313e-09
36.5,36.3125,0.00110,3.83125e+01,3.83124e+01,3.83123e+01,3.83123e+01,5.89424e-10,1.77821e-09,4.04318e-09,3.68887e-09
37.0,36.8163,0.00240,3.88162e+01,3.88160e+01,3.88160e+01,3.88160e+01,1.11593e-09,5.75516e-09,4.80811e-09,4.60280e-09
37.5,37.3181,0.00205,3.93171e+01,3.93165e+01,3.93168e+01,3.93168e+01,1.70900e-08,2.61250e-08,2.08484e-08,2.18517e-08
38.0,37.8202,0.00230,3.98166e+01,3.98171e+01,3.98170e+01,3.98169e+01,6.03961e-08,5.15448e-08,5.28097e-08,5.52651e-08
38.5,38.3227,0.00150,4.03159e+01,4.03162e+01,4.03159e+01,4.03158e+01,1.13411e-07,1.09148e-07,1.14146e-07,1.15063e-07
39.0,38.8245,0.00175,4.08127e+01,4.08138e+01,4.08143e+01,4.08138e+01,1.96363e-07,1.77731e-07,1.69956e-07,1.79085e-07
39.5,39.3262,0.00095,4.13082e+01,4.13102e+01,4.13107e+01,4.13102e+01,3.00566e-07,2.66923e-07,2.59103e-07,2.67421e-07
40.0,39.8288,0.00075,4.18032e+01,4.18064e+01,4.18064e+01,4.18057e+01,4.26082e-07,3.73383e-07,3.73842e-07,3.85539e-07
40.5,40.3316,0.00200,4.22968e+01,4.23004e+01,4.23008e+01,4.22993e+01,5.80001e-07,5.20112e-07,5.13459e-07,5.37715e-07
41.0,40.8344,0.00230,4.27870e+01,4.27926e+01,4.27926e+01,4.27918e+01,7.90126e-07,6.97487e-07,6.96457e-07,7.09489e-07
41.5,41.3364,0.00200,4.32726e+01,4.32788e+01,4.32805e+01,4.32788e+01,1.06418e-06,9.59805e-07,9.31558e-07,9.59877e-07
42.0,41.8388,0.00075,4.37538e+01,4.37630e+01,4.37633e+01,4.37621e+01,1.41732e-06,1.26366e-06,1.25912e-06,1.27941e-06
42.5,42.3398,0.00050,4.42251e+01,4.42380e+01,4.42383e+01,4.42385e+01,1.91214e-06,1.69630e-06,1.69182e-06,1.68901e-06
43.0,42.8428,0.00155,4.46900e+01,4.47070e+01,4.47043e+01,4.47065e+01,2.54767e-06,2.26351e-06,2.30866e-06,2.27253e-06
43.5,43.3435,-0.00025,4.51348e+01,4.51584e+01,4.51540e+01,4.51579e+01,3.47846e-06,3.08498e-06,3.15982e-06,3.09389e-06
44.0,43.8458,0.00050,4.55593e+01,4.55922e+01,4.55836e+01,4.55939e+01,4.77673e-06,4.22777e-06,4.37144e-06,4.20021e-06
44.5,44.3473,0.00130,4.59477e+01,4.59922e+01,4.59759e+01,4.59972e+01,6.66200e-06,5.91948e-06,6.19100e-06,5.83568e-06
45.0,44.8494,0.00095,4.62910e+01,4.63465e+01,4.63219e+01,4.63525e+01,9.30933e-06,8.38457e-06,8.79333e-06,8.28441e-06
