HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_2 (V),VsCH_3 (V),VsCH_4 (V),IsCH_1 (A),IsCH_2 (A),IsCH_3 (A),IsCH_4 (A)
35.0,34.7963,0.00410,3.67955e+01,3.67954e+01,3.67954e+01,3.67956e+01,1.37571e-08,1.50055e-08,1.50137e-08,1.24955e-08
35.5,35.2999,0.00210,3.72992e+01,3.72994e+01,3.72993e+01,3.72992e+01,1.20534e-08,8.13107e-09,1.08282e-08,1.16444e-08
36.0,35.802,0.00090,3.78014e+01,3.78014e+01,3.78014e+01,3.78014e+01,9.67913e-09,1.03464e-08,9.32150e-09,9.81490e-09
36.5,36.305,0.00210,3.83046e+01,3.83045e+01,3.83045e+01,3.83044e+01,6.59128e-09,8.41584e-09,8.92083e-09,1.03960e-08
37.0,36.8076,0.00230,3.88070e+01,3.88070e+01,3.88072e+01,3.88070e+01,9.82649e-09,9.38442e-09,7.46714e-09,1.00152e-08
37.5,37.3098,0.00160,3.93082e+01,3.93081e+01,3.93084e+01,3.93082e+01,2.74612e-08,2.75208e-08,2.26779e-08,2.67559e-08
38.0,37.8122,0.00160,3.98082e+01,3.98086e+01,3.98089e+01,3.98083e+01,6.62986e-08,6.04987e-08,5.55366e-08,6.55999e-08
38.5,38.3146,0.00195,4.03073e+01,4.03078e+01,4.03078e+01,4.03075e+01,1.21527e-07,1.12707e-07,1.13012e-07,1.17658e-07
39.0,38.8174,0.00210,4.08055e+01,4.08063e+01,4.08067e+01,4.08060e+01,1.98179e-07,1.85384e-07,1.77672e-07,1.90174e-07
39.5,39.3196,0.00215,4.13015e+01,4.13034e+01,4.13041e+01,4.13029e+01,3.02446e-07,2.70506e-07,2.58514e-07,2.78289e-07
40.0,39.8219,0.00205,4.17965e+01,4.17991e+01,4.17993e+01,4.17983e+01,4.22787e-07,3.80420e-07,3.77085e-07,3.94101e-07
40.5,40.3242,0.00165,4.22890e+01,4.22926e+01,4.22935e+01,4.22918e+01,5.86336e-07,5.26307e-07,5.11128e-07,5.40420e-07
41.0,40.8263,0.00185,4.27785e+01,4.27839e+01,4.27846e+01,4.27825e+01,7.96210e-07,7.07385e-07,6.95893e-07,7.30168e-07
41.5,41.3285,0.00090,4.32646e+01,4.32723e+01,4.32721e+01,4.32707e+01,1.06506e-06,9.37301e-07,9.40475e-07,9.63218e-07
42.0,41.831,0.00120,4.37460e+01,4.37553e+01,4.37563e+01,4.37547e+01,1.41739e-06,1.26220e-06,1.24563e-06,1.27262e-06
42.5,42.3328,0.00110,4.42192e+01,4.42313e+01,4.42311e+01,4.42306e+01,1.89434e-06,1.69184e-06,1.69559e-06,1.70450e-06
43.0,42.8356,0.00170,4.46833e+01,4.46995e+01,4.46983e+01,4.46995e+01,2.53882e-06,2.26911e-06,2.28913e-06,2.26946e-06
43.5,43.3363,-0.00015,4.51296e+01,4.51527e+01,4.51473e+01,4.51529e+01,3.44595e-06,3.06129e-06,3.15009e-06,3.05823e-06
44.0,43.8371,0.00055,4.55502e+01,4.55850e+01,4.55749e+01,4.55854e+01,4.78335e-06,4.20270e-06,4.37165e-06,4.19611e-06
44.5,44.3404,0.00100,4.59433e+01,4.59866e+01,4.59737e+01,4.59882e+01,6.61971e-06,5.89791e-06,6.11357e-06,5.87155e-06
45.0,44.8421,0.00045,4.62820e+01,4.63409e+01,4.63139e+01,4.63524e+01,9.33816e-06,8.35564e-06,8.80496e-06,8.16340e-06
