HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_2 (V),VsCH_3 (V),VsCH_4 (V),IsCH_1 (A),IsCH_2 (A),IsCH_3 (A),IsCH_4 (A)
35.0,35.0466,-0.00065,3.70456e+01,3.70456e+01,3.70456e+01,3.70456e+01,1.59956e-08,1.70784e-08,1.69873e-08,1.65552e-08
35.5,35.5442,-0.00345,3.75434e+01,3.75435e+01,3.75434e+01,3.75436e+01,1.29739e-08,1.21312e-08,1.29011e-08,1.08348e-08
36.0,36.0407,-0.00435,3.80401e+01,3.80400e+01,3.80400e+01,3.80401e+01,9.99537e-09,1.13845e-08,1.17769e-08,1.07305e-08
36.5,36.5379,-0.00320,3.85373e+01,3.85373e+01,3.85373e+01,3.85373e+01,1.02388e-08,9.23210e-09,1.06692e-08,9.25362e-09
37.0,37.0346,-0.00400,3.90337e+01,3.90336e+01,3.90337e+01,3.90337e+01,1.46528e-08,1.62489e-08,1.52787e-08,1.45783e-08
37.5,37.532,-0.00360,3.95297e+01,3.95296e+01,3.95297e+01,3.95296e+01,3.90079e-08,4.04401e-08,3.89980e-08,3.95079e-08
38.0,38.0285,-0.00400,4.00237e+01,4.00233e+01,4.00237e+01,4.00234e+01,8.05093e-08,8.64797e-08,7.97709e-08,8.42561e-08
38.5,38.5254,-0.00375,4.05172e+01,4.05164e+01,4.05173e+01,4.05169e+01,1.36619e-07,1.50248e-07,1.35387e-07,1.42381e-07
39.0,39.022,-0.00395,4.10093e+01,4.10078e+01,4.10094e+01,4.10087e+01,2.12395e-07,2.36182e-07,2.09658e-07,2.22320e-07
39.5,39.5193,-0.00360,4.15009e+01,4.14986e+01,4.15009e+01,4.15002e+01,3.07476e-07,3.44364e-07,3.07356e-07,3.18832e-07
40.0,40.0166,-0.00380,4.19907e+01,4.19878e+01,4.19911e+01,4.19904e+01,4.31511e-07,4.79473e-07,4.25026e-07,4.36174e-07
40.5,40.5125,-0.00445,4.24775e+01,4.24734e+01,4.24772e+01,4.24767e+01,5.83101e-07,6.52019e-07,5.88343e-07,5.96005e-07
41.0,41.0096,-0.00295,4.29626e+01,4.29571e+01,4.29627e+01,4.29620e+01,7.83435e-07,8.74428e-07,7.81452e-07,7.93263e-07
41.5,41.5069,-0.00365,4.34445e+01,4.34371e+01,4.34439e+01,4.34436e+01,1.04012e-06,1.16289e-06,1.05075e-06,1.05497e-06
42.0,42.0039,-0.00380,4.39204e+01,4.39104e+01,4.39217e+01,4.39200e+01,1.39133e-06,1.55818e-06,1.37033e-06,1.39795e-06
42.5,42.5007,-0.00325,4.43906e+01,4.43774e+01,4.43901e+01,4.43901e+01,1.83619e-06,2.05498e-06,1.84331e-06,1.84408e-06
43.0,42.9982,-0.00300,4.48511e+01,4.48327e+01,4.48481e+01,4.48508e+01,2.45167e-06,2.75837e-06,2.50273e-06,2.45676e-06
43.5,43.4937,-0.00450,4.52943e+01,4.52700e+01,4.52882e+01,4.52949e+01,3.32473e-06,3.72851e-06,3.42584e-06,3.31344e-06
44.0,43.9892,-0.00445,4.57160e+01,4.56828e+01,4.57074e+01,4.57174e+01,4.55466e-06,5.10797e-06,4.69827e-06,4.53137e-06
44.5,44.4863,-0.00350,4.61058e+01,4.60602e+01,4.60871e+01,4.61101e+01,6.34306e-06,7.10378e-06,6.65505e-06,6.27107e-06
45.0,44.984,-0.00300,4.64543e+01,4.63895e+01,4.64198e+01,4.64554e+01,8.83050e-06,9.91163e-06,9.40558e-06,8.81192e-06
