HV_set (V),HV_rdb (V), HV_err (V),VsCH_13 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_13 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A)
35.0,34.8115,-0.00005,3.68112e+01,3.68112e+01,3.68115e+01,3.68114e+01,4.65744e-09,4.75016e-09,2.76499e-10,8.62612e-10
35.5,35.3116,-0.00045,3.73114e+01,3.73112e+01,3.73117e+01,3.73114e+01,3.10938e-09,6.03828e-09,-1.24673e-09,3.64747e-09
36.0,35.8104,-0.00215,3.78102e+01,3.78104e+01,3.78101e+01,3.78107e+01,2.84778e-09,8.44399e-11,4.41737e-09,-5.34455e-09
36.5,36.311,-0.00055,3.83107e+01,3.83109e+01,3.83109e+01,3.83109e+01,5.59290e-09,2.26332e-09,1.47025e-09,1.41892e-09
37.0,36.8096,-0.00170,3.88092e+01,3.88093e+01,3.88093e+01,3.88094e+01,6.73864e-09,4.34783e-09,4.61936e-09,4.07795e-09
37.5,37.3092,-0.00060,3.93082e+01,3.93082e+01,3.93084e+01,3.93077e+01,1.73052e-08,1.70039e-08,1.28448e-08,2.48253e-08
38.0,37.8091,-0.00090,3.98058e+01,3.98059e+01,3.98061e+01,3.98054e+01,5.51227e-08,5.39455e-08,5.06226e-08,6.12090e-08
38.5,38.3085,0.00030,4.03024e+01,4.03024e+01,4.03031e+01,4.03019e+01,1.02245e-07,1.01608e-07,9.04302e-08,1.10446e-07
39.0,38.8078,-0.00135,4.07979e+01,4.07984e+01,4.07983e+01,4.07970e+01,1.65327e-07,1.55886e-07,1.58954e-07,1.80364e-07
39.5,39.3056,-0.00220,4.12903e+01,4.12911e+01,4.12912e+01,4.12891e+01,2.54868e-07,2.41978e-07,2.39367e-07,2.75521e-07
40.0,39.8047,-0.00235,4.17830e+01,4.17836e+01,4.17842e+01,4.17812e+01,3.61110e-07,3.50941e-07,3.40920e-07,3.91917e-07
40.5,40.3052,-0.00085,4.22751e+01,4.22761e+01,4.22768e+01,4.22729e+01,5.01719e-07,4.84804e-07,4.74110e-07,5.38975e-07
41.0,40.8068,0.00060,4.27668e+01,4.27677e+01,4.27683e+01,4.27625e+01,6.67218e-07,6.51689e-07,6.41773e-07,7.38286e-07
41.5,41.305,-0.00075,4.32518e+01,4.32522e+01,4.32527e+01,4.32461e+01,8.86805e-07,8.79826e-07,8.72466e-07,9.81738e-07
42.0,41.8042,-0.00170,4.37336e+01,4.37339e+01,4.37336e+01,4.37257e+01,1.17627e-06,1.17208e-06,1.17756e-06,1.30947e-06
42.5,42.3033,-0.00185,4.42078e+01,4.42092e+01,4.42096e+01,4.41983e+01,1.59187e-06,1.56816e-06,1.56200e-06,1.75059e-06
43.0,42.8036,0.00015,4.46752e+01,4.46790e+01,4.46767e+01,4.46624e+01,2.14014e-06,2.07647e-06,2.11567e-06,2.35361e-06
43.5,43.3007,-0.00185,4.51297e+01,4.51322e+01,4.51278e+01,4.51096e+01,2.85007e-06,2.80952e-06,2.88299e-06,3.18520e-06
44.0,43.7998,-0.00030,4.55669e+01,4.55682e+01,4.55599e+01,4.55388e+01,3.88241e-06,3.86034e-06,3.99862e-06,4.35074e-06
44.5,44.2997,0.00015,4.59768e+01,4.59787e+01,4.59613e+01,4.59379e+01,5.38227e-06,5.35090e-06,5.64073e-06,6.03142e-06
45.0,44.7995,-0.00045,4.63487e+01,4.63481e+01,4.63195e+01,4.62858e+01,7.51603e-06,7.52504e-06,8.00221e-06,8.56448e-06
