HV_set (V),HV_rdb (V), HV_err (V),VsCH_5 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),IsCH_5 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A)
35.0,35.1843,-0.00170,3.71840e+01,3.71840e+01,3.71840e+01,3.71839e+01,4.50512e-09,4.66241e-09,4.65910e-09,5.85450e-09
35.5,35.6816,-0.00400,3.76813e+01,3.76813e+01,3.76816e+01,3.76816e+01,4.26504e-09,5.46376e-09,9.27183e-11,-6.45717e-11
36.0,36.1798,-0.00285,3.81796e+01,3.81796e+01,3.81796e+01,3.81798e+01,4.11438e-09,3.67562e-09,3.77662e-09,8.22875e-10
36.5,36.6768,-0.00360,3.86766e+01,3.86767e+01,3.86766e+01,3.86764e+01,4.16239e-09,1.35435e-09,4.04153e-09,6.84791e-09
37.0,37.1742,-0.00350,3.91737e+01,3.91733e+01,3.91736e+01,3.91733e+01,8.72380e-09,1.53350e-08,9.35462e-09,1.52108e-08
37.5,37.6714,-0.00355,3.96688e+01,3.96689e+01,3.96684e+01,3.96688e+01,4.30114e-08,4.16785e-08,5.06606e-08,4.40180e-08
38.0,38.1689,-0.00300,4.01638e+01,4.01636e+01,4.01629e+01,4.01633e+01,8.57595e-08,8.80029e-08,9.92649e-08,9.30975e-08
38.5,38.6664,-0.00345,4.06577e+01,4.06575e+01,4.06566e+01,4.06570e+01,1.44790e-07,1.48507e-07,1.63789e-07,1.56628e-07
39.0,39.1639,-0.00300,4.11506e+01,4.11505e+01,4.11488e+01,4.11497e+01,2.21400e-07,2.23681e-07,2.51437e-07,2.36266e-07
39.5,39.6602,-0.00435,4.16413e+01,4.16405e+01,4.16384e+01,4.16401e+01,3.14539e-07,3.27887e-07,3.63140e-07,3.35755e-07
40.0,40.159,-0.00300,4.21326e+01,4.21317e+01,4.21287e+01,4.21311e+01,4.40697e-07,4.54618e-07,5.05641e-07,4.65881e-07
40.5,40.6561,-0.00255,4.26196e+01,4.26188e+01,4.26139e+01,4.26180e+01,6.08868e-07,6.21763e-07,7.03631e-07,6.34346e-07
41.0,41.1542,-0.00255,4.31054e+01,4.31041e+01,4.30983e+01,4.31038e+01,8.13372e-07,8.34894e-07,9.31437e-07,8.39589e-07
41.5,41.652,-0.00170,4.35868e+01,4.35856e+01,4.35778e+01,4.35853e+01,1.08615e-06,1.10742e-06,1.23671e-06,1.11188e-06
42.0,42.1487,-0.00320,4.40599e+01,4.40614e+01,4.40491e+01,4.40598e+01,1.48002e-06,1.45614e-06,1.66010e-06,1.48157e-06
42.5,42.6453,-0.00375,4.45262e+01,4.45281e+01,4.45129e+01,4.45275e+01,1.98583e-06,1.95355e-06,2.20688e-06,1.96320e-06
43.0,43.1436,-0.00260,4.49839e+01,4.49854e+01,4.49671e+01,4.49862e+01,2.66231e-06,2.63735e-06,2.94259e-06,2.62398e-06
43.5,43.6369,-0.00645,4.54162e+01,4.54205e+01,4.53948e+01,4.54218e+01,3.67877e-06,3.60827e-06,4.03592e-06,3.58588e-06
44.0,44.1365,-0.00235,4.58305e+01,4.58427e+01,4.58053e+01,4.58424e+01,5.10185e-06,4.89774e-06,5.52069e-06,4.90312e-06
44.5,44.6327,-0.00435,4.62018e+01,4.62176e+01,4.61668e+01,4.62218e+01,7.18297e-06,6.92041e-06,7.76678e-06,6.84954e-06
45.0,45.1312,-0.00175,4.65171e+01,4.65500e+01,4.64793e+01,4.65559e+01,1.02375e-05,9.68955e-06,1.08673e-05,9.59117e-06
