HV_set (V),HV_rdb (V), HV_err (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A)
35.0,35.1866,-0.00160,3.71864e+01,3.71865e+01,3.71864e+01,3.71863e+01,3.04480e-09,1.42720e-09,3.64913e-09,4.75181e-09
35.5,35.6841,-0.00305,3.76838e+01,3.76838e+01,3.76834e+01,3.76837e+01,4.65744e-09,5.27336e-09,1.21312e-08,5.90583e-09
36.0,36.1824,-0.00285,3.81825e+01,3.81822e+01,3.81821e+01,3.81822e+01,-1.19872e-09,3.76834e-09,4.39253e-09,3.93722e-09
36.5,36.6784,-0.00300,3.86785e+01,3.86783e+01,3.86779e+01,3.86785e+01,-1.63582e-09,1.56793e-09,7.95391e-09,-1.23680e-09
37.0,37.1766,-0.00325,3.91758e+01,3.91759e+01,3.91757e+01,3.91758e+01,1.34706e-08,1.15219e-08,1.44972e-08,1.32008e-08
37.5,37.6731,-0.00380,3.96704e+01,3.96709e+01,3.96703e+01,3.96706e+01,4.44419e-08,3.58489e-08,4.70910e-08,4.23623e-08
38.0,38.1707,-0.00395,4.01654e+01,4.01653e+01,4.01650e+01,4.01653e+01,8.76768e-08,9.07315e-08,9.55893e-08,8.98606e-08
38.5,38.6687,-0.00320,4.06602e+01,4.06598e+01,4.06587e+01,4.06593e+01,1.42455e-07,1.48768e-07,1.67001e-07,1.56830e-07
39.0,39.1662,-0.00305,4.11529e+01,4.11525e+01,4.11509e+01,4.11516e+01,2.21132e-07,2.28001e-07,2.55035e-07,2.43099e-07
39.5,39.6637,-0.00340,4.16445e+01,4.16442e+01,4.16414e+01,4.16435e+01,3.19764e-07,3.25772e-07,3.71445e-07,3.36167e-07
40.0,40.1614,-0.00325,4.21345e+01,4.21339e+01,4.21308e+01,4.21334e+01,4.48914e-07,4.58070e-07,5.09878e-07,4.67537e-07
40.5,40.6576,-0.00300,4.26212e+01,4.26207e+01,4.26157e+01,4.26195e+01,6.07449e-07,6.15016e-07,6.98734e-07,6.34349e-07
41.0,41.1553,-0.00350,4.31063e+01,4.31053e+01,4.30992e+01,4.31048e+01,8.16966e-07,8.33175e-07,9.35074e-07,8.41575e-07
41.5,41.6535,-0.00300,4.35879e+01,4.35874e+01,4.35797e+01,4.35862e+01,1.09287e-06,1.10201e-06,1.23098e-06,1.12223e-06
42.0,42.1512,-0.00215,4.40629e+01,4.40630e+01,4.40532e+01,4.40629e+01,1.47185e-06,1.47026e-06,1.63450e-06,1.47177e-06
42.5,42.6475,-0.00390,4.45291e+01,4.45300e+01,4.45149e+01,4.45290e+01,1.97399e-06,1.95830e-06,2.21063e-06,1.97478e-06
43.0,43.1449,-0.00325,4.49839e+01,4.49871e+01,4.49669e+01,4.49875e+01,2.68400e-06,2.62983e-06,2.96715e-06,2.62453e-06
43.5,43.6416,-0.00385,4.54205e+01,4.54265e+01,4.54011e+01,4.54292e+01,3.68609e-06,3.58590e-06,4.00906e-06,3.54090e-06
44.0,44.1377,-0.00465,4.58296e+01,4.58431e+01,4.58052e+01,4.58429e+01,5.13637e-06,4.91066e-06,5.54306e-06,4.91428e-06
44.5,44.6347,-0.00255,4.62003e+01,4.62194e+01,4.61709e+01,4.62251e+01,7.24133e-06,6.92382e-06,7.73137e-06,6.82814e-06
45.0,45.133,-0.00320,4.65167e+01,4.65463e+01,4.64754e+01,4.65538e+01,1.02736e-05,9.78053e-06,1.09635e-05,9.65623e-06
