HV_set (V),HV_rdb (V), HV_err (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A)
35.0,34.7707,0.00110,3.67704e+01,3.67707e+01,3.67704e+01,3.67705e+01,5.62436e-09,-6.37439e-10,4.56638e-09,3.67396e-09
35.5,35.2697,-0.00195,3.72695e+01,3.72695e+01,3.72694e+01,3.72696e+01,3.88092e-09,3.32130e-09,4.85612e-09,1.12918e-09
36.0,35.7695,-0.00200,3.77694e+01,3.77693e+01,3.77696e+01,3.77697e+01,1.62423e-09,2.51995e-09,-1.36428e-09,-3.87099e-09
36.5,36.2676,-0.00170,3.82676e+01,3.82675e+01,3.82672e+01,3.82674e+01,-5.51343e-10,1.93715e-09,6.21544e-09,4.01835e-09
37.0,36.7685,0.00010,3.87682e+01,3.87680e+01,3.87680e+01,3.87688e+01,5.68231e-09,8.67248e-09,8.61287e-09,-4.74685e-09
37.5,37.2657,-0.00295,3.92647e+01,3.92649e+01,3.92646e+01,3.92649e+01,1.63731e-08,1.30004e-08,1.85668e-08,1.36246e-08
38.0,37.7649,-0.00240,3.97623e+01,3.97630e+01,3.97618e+01,3.97627e+01,4.27200e-08,3.21286e-08,5.12418e-08,3.70178e-08
38.5,38.2655,-0.00155,4.02612e+01,4.02610e+01,4.02605e+01,4.02610e+01,7.12557e-08,7.56764e-08,8.37677e-08,7.42028e-08
39.0,38.7649,-0.00020,4.07583e+01,4.07581e+01,4.07570e+01,4.07575e+01,1.10043e-07,1.13847e-07,1.30943e-07,1.23941e-07
39.5,39.2634,-0.00155,4.12533e+01,4.12527e+01,4.12506e+01,4.12528e+01,1.68708e-07,1.78438e-07,2.13347e-07,1.75956e-07
40.0,39.7588,-0.00525,4.17440e+01,4.17436e+01,4.17416e+01,4.17436e+01,2.47012e-07,2.53343e-07,2.86359e-07,2.53747e-07
40.5,40.2574,-0.00150,4.22368e+01,4.22364e+01,4.22332e+01,4.22362e+01,3.43162e-07,3.49633e-07,4.03605e-07,3.53480e-07
41.0,40.7565,-0.00155,4.27285e+01,4.27276e+01,4.27234e+01,4.27271e+01,4.66961e-07,4.82566e-07,5.51788e-07,4.89637e-07
41.5,41.2564,-0.00130,4.32180e+01,4.32172e+01,4.32122e+01,4.32168e+01,6.39854e-07,6.52966e-07,7.36856e-07,6.59484e-07
42.0,41.7538,-0.00255,4.37011e+01,4.37014e+01,4.36949e+01,4.37004e+01,8.79094e-07,8.73359e-07,9.81831e-07,8.89397e-07
42.5,42.2552,0.00045,4.41842e+01,4.41845e+01,4.41745e+01,4.41836e+01,1.18424e-06,1.17819e-06,1.34583e-06,1.19303e-06
43.0,42.755,-0.00180,4.46567e+01,4.46596e+01,4.46450e+01,4.46584e+01,1.63796e-06,1.58958e-06,1.83453e-06,1.61015e-06
43.5,43.2481,-0.00390,4.51111e+01,4.51173e+01,4.50975e+01,4.51157e+01,2.28441e-06,2.18104e-06,2.51146e-06,2.20726e-06
44.0,43.7461,-0.00445,4.55519e+01,4.55664e+01,4.55369e+01,4.55609e+01,3.23674e-06,2.99649e-06,3.48729e-06,3.08807e-06
44.5,44.2472,-0.00080,4.59636e+01,4.59878e+01,4.59453e+01,4.59775e+01,4.72711e-06,4.32434e-06,5.03261e-06,4.49621e-06
45.0,44.7491,0.00215,4.63262e+01,4.63678e+01,4.63134e+01,4.63563e+01,7.05087e-06,6.35629e-06,7.26399e-06,6.54904e-06
