HV_set (V),HV_rdb (V), HV_err (V),VsCH_5 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),IsCH_5 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A)
37.0,37.3761,0.00210,3.93750e+01,3.93748e+01,3.93743e+01,3.93746e+01,1.83880e-08,2.15868e-08,2.94050e-08,2.47955e-08
37.0,37.3767,0.00010,3.93752e+01,3.93760e+01,3.93761e+01,3.93755e+01,2.47955e-08,1.24375e-08,1.05401e-08,1.97689e-08
37.0,37.3769,-0.00040,3.93754e+01,3.93755e+01,3.93751e+01,3.93754e+01,2.55903e-08,2.35339e-08,2.91963e-08,2.51730e-08
37.0,37.3773,0.00005,3.93759e+01,3.93762e+01,3.93762e+01,3.93758e+01,2.31663e-08,1.89741e-08,1.82291e-08,2.57591e-08
37.0,37.3768,-0.00035,3.93760e+01,3.93756e+01,3.93754e+01,3.93752e+01,1.38481e-08,1.94907e-08,2.36630e-08,2.60870e-08
37.0,37.3773,0.00035,3.93762e+01,3.93762e+01,3.93758e+01,3.93763e+01,1.90934e-08,1.87655e-08,2.57691e-08,1.72853e-08
37.0,37.3769,-0.00010,3.93758e+01,3.93762e+01,3.93760e+01,3.93755e+01,1.89841e-08,1.20203e-08,1.45435e-08,2.29577e-08
37.0,37.3767,-0.00060,3.93759e+01,3.93761e+01,3.93756e+01,3.93752e+01,1.29739e-08,9.68575e-09,1.75138e-08,2.53518e-08
37.0,37.3774,0.00020,3.93766e+01,3.93764e+01,3.93764e+01,3.93766e+01,1.30335e-08,1.59045e-08,1.74145e-08,1.41263e-08
37.0,37.377,-0.00035,3.93757e+01,3.93760e+01,3.93758e+01,3.93758e+01,2.13782e-08,1.60237e-08,1.96000e-08,1.98682e-08
