HV_set (V),HV_rdb (V), HV_err (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A)
35.0,35.3617,0.00255,3.73614e+01,3.73620e+01,3.73618e+01,3.73616e+01,4.77996e-09,-4.39584e-09,-1.86596e-09,1.75834e-09
35.5,35.8646,0.00215,3.78647e+01,3.78647e+01,3.78646e+01,3.78644e+01,-1.28481e-09,-2.20206e-09,1.42389e-10,3.96371e-09
36.0,36.3648,0.00060,3.83647e+01,3.83644e+01,3.83650e+01,3.83651e+01,8.49366e-10,7.23534e-09,-3.72032e-09,-4.49849e-09
36.5,36.8664,0.00135,3.88663e+01,3.88663e+01,3.88668e+01,3.88663e+01,1.08116e-09,1.22521e-09,-6.28167e-09,1.59277e-09
37.0,37.3664,-0.00010,3.93651e+01,3.93650e+01,3.93646e+01,3.93649e+01,2.11746e-08,2.26895e-08,3.03669e-08,2.44362e-08
37.5,37.8691,0.00170,3.98661e+01,3.98652e+01,3.98658e+01,3.98653e+01,5.02417e-08,6.54774e-08,5.48677e-08,6.27306e-08
38.0,38.37,0.00205,4.03638e+01,4.03630e+01,4.03638e+01,4.03631e+01,1.04139e-07,1.15873e-07,1.03899e-07,1.14317e-07
38.5,38.8692,0.00005,4.08590e+01,4.08582e+01,4.08588e+01,4.08584e+01,1.70050e-07,1.83562e-07,1.73310e-07,1.79269e-07
39.0,39.3717,0.00155,4.13562e+01,4.13542e+01,4.13564e+01,4.13551e+01,2.57909e-07,2.92343e-07,2.55578e-07,2.77205e-07
39.5,39.8729,0.00030,4.18498e+01,4.18476e+01,4.18507e+01,4.18493e+01,3.84382e-07,4.22224e-07,3.69691e-07,3.93553e-07
40.0,40.3752,0.00175,4.23440e+01,4.23407e+01,4.23449e+01,4.23436e+01,5.20411e-07,5.75599e-07,5.04379e-07,5.26718e-07
40.5,40.8747,0.00040,4.28327e+01,4.28280e+01,4.28331e+01,4.28318e+01,6.99386e-07,7.79240e-07,6.93522e-07,7.15089e-07
41.0,41.3763,0.00075,4.33198e+01,4.33130e+01,4.33200e+01,4.33191e+01,9.41831e-07,1.05602e-06,9.39056e-07,9.53282e-07
41.5,41.8775,-0.00060,4.38026e+01,4.37927e+01,4.38029e+01,4.38017e+01,1.24837e-06,1.41320e-06,1.24335e-06,1.26336e-06
42.0,42.3799,0.00080,4.42796e+01,4.42682e+01,4.42792e+01,4.42798e+01,1.67203e-06,1.86252e-06,1.67957e-06,1.66944e-06
42.5,42.882,0.00305,4.47470e+01,4.47326e+01,4.47454e+01,4.47476e+01,2.25015e-06,2.49001e-06,2.27786e-06,2.23986e-06
43.0,43.3815,0.00125,4.52007e+01,4.51767e+01,4.51936e+01,4.52007e+01,3.01463e-06,3.41361e-06,3.13326e-06,3.01384e-06
43.5,43.882,-0.00035,4.56328e+01,4.56001e+01,4.56207e+01,4.56328e+01,4.15426e-06,4.69912e-06,4.35560e-06,4.15361e-06
44.0,44.3817,0.00020,4.60348e+01,4.59918e+01,4.60163e+01,4.60395e+01,5.78378e-06,6.49943e-06,6.09209e-06,5.70409e-06
44.5,44.8829,0.00070,4.63937e+01,4.63326e+01,4.63654e+01,4.64008e+01,8.15574e-06,9.17415e-06,8.62650e-06,8.03770e-06
45.0,45.3842,0.00070,4.66976e+01,4.66146e+01,4.66499e+01,4.67014e+01,1.14463e-05,1.28301e-05,1.22421e-05,1.13831e-05
