HV_set (V),HV_rdb (V), HV_err (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A)
35.0,34.8874,-0.00155,3.68871e+01,3.68872e+01,3.68871e+01,3.68871e+01,4.64585e-09,2.51995e-09,5.66741e-09,5.13262e-09
35.5,35.3864,-0.00190,3.73858e+01,3.73860e+01,3.73862e+01,3.73860e+01,1.03232e-08,6.41412e-09,3.72032e-09,6.06477e-09
36.0,35.8852,-0.00255,3.78852e+01,3.78844e+01,3.78848e+01,3.78849e+01,-4.91738e-10,1.28630e-08,6.35783e-09,4.81639e-09
36.5,36.3831,-0.00155,3.83826e+01,3.83828e+01,3.83831e+01,3.83825e+01,8.10954e-09,4.44551e-09,5.67900e-10,9.88609e-09
37.0,36.8814,-0.00300,3.88810e+01,3.88810e+01,3.88815e+01,3.88811e+01,7.30654e-09,6.75685e-09,-1.13911e-09,4.94056e-09
37.5,37.3816,-0.00090,3.93799e+01,3.93799e+01,3.93801e+01,3.93800e+01,2.84645e-08,2.89943e-08,2.43651e-08,2.73536e-08
38.0,37.8799,-0.00030,3.98762e+01,3.98765e+01,3.98760e+01,3.98759e+01,6.11163e-08,5.72784e-08,6.46710e-08,6.71976e-08
38.5,38.3773,-0.00185,4.03702e+01,4.03707e+01,4.03698e+01,4.03700e+01,1.19072e-07,1.10568e-07,1.25016e-07,1.22190e-07
39.0,38.876,-0.00145,4.08647e+01,4.08651e+01,4.08636e+01,4.08641e+01,1.88679e-07,1.81587e-07,2.07418e-07,1.97965e-07
39.5,39.3735,-0.00290,4.13570e+01,4.13572e+01,4.13552e+01,4.13565e+01,2.75316e-07,2.72256e-07,3.05361e-07,2.82899e-07
40.0,39.8728,-0.00215,4.18490e+01,4.18495e+01,4.18464e+01,4.18486e+01,3.97240e-07,3.88756e-07,4.39900e-07,4.02802e-07
40.5,40.3696,-0.00290,4.23371e+01,4.23380e+01,4.23339e+01,4.23370e+01,5.42093e-07,5.27148e-07,5.94378e-07,5.43796e-07
41.0,40.869,-0.00170,4.28257e+01,4.28263e+01,4.28208e+01,4.28250e+01,7.22183e-07,7.12148e-07,8.03416e-07,7.33289e-07
41.5,41.3676,-0.00175,4.33091e+01,4.33102e+01,4.33029e+01,4.33089e+01,9.74569e-07,9.56780e-07,1.07792e-06,9.78334e-07
42.0,41.8662,-0.00195,4.37888e+01,4.37896e+01,4.37803e+01,4.37884e+01,1.29071e-06,1.27692e-06,1.43242e-06,1.29733e-06
42.5,42.3637,-0.00270,4.42607e+01,4.42611e+01,4.42503e+01,4.42608e+01,1.71714e-06,1.71099e-06,1.89025e-06,1.71495e-06
43.0,42.8618,-0.00310,4.47253e+01,4.47233e+01,4.47087e+01,4.47260e+01,2.27490e-06,2.30966e-06,2.55215e-06,2.26451e-06
43.5,43.3588,-0.00335,4.51757e+01,4.51687e+01,4.51501e+01,4.51753e+01,3.05299e-06,3.16962e-06,3.47884e-06,3.05897e-06
44.0,43.8568,-0.00250,4.56059e+01,4.55950e+01,4.55726e+01,4.56049e+01,4.18217e-06,4.36434e-06,4.73805e-06,4.20013e-06
44.5,44.3556,-0.00240,4.60038e+01,4.59876e+01,4.59618e+01,4.60075e+01,5.86436e-06,6.13498e-06,6.56436e-06,5.80390e-06
45.0,44.8545,-0.00125,4.63647e+01,4.63355e+01,4.63033e+01,4.63678e+01,8.16513e-06,8.65269e-06,9.18943e-06,8.11385e-06
