HV_set (V),HV_rdb (V), HV_err (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A)
37.0,37.3886,0.00025,3.93870e+01,3.93871e+01,3.93868e+01,3.93870e+01,2.72294e-08,2.54015e-08,2.92659e-08,2.59777e-08
37.0,37.3899,0.00025,3.93886e+01,3.93884e+01,3.93885e+01,3.93884e+01,2.10802e-08,2.52426e-08,2.28385e-08,2.41796e-08
37.0,37.39,-0.00080,3.93884e+01,3.93886e+01,3.93882e+01,3.93882e+01,2.66234e-08,2.33551e-08,3.05772e-08,3.05971e-08
37.0,37.3904,-0.00070,3.93888e+01,3.93891e+01,3.93889e+01,3.93890e+01,2.62956e-08,2.17954e-08,2.41796e-08,2.40306e-08
37.0,37.3904,-0.00005,3.93891e+01,3.93889e+01,3.93894e+01,3.93892e+01,2.11298e-08,2.52227e-08,1.61926e-08,2.06927e-08
37.0,37.3904,0.00030,3.93898e+01,3.93889e+01,3.93892e+01,3.93891e+01,1.02520e-08,2.44478e-08,2.00570e-08,2.14378e-08
37.0,37.3912,0.00015,3.93898e+01,3.93903e+01,3.93893e+01,3.93901e+01,2.25504e-08,1.52091e-08,3.09845e-08,1.76132e-08
37.0,37.3905,0.00000,3.93891e+01,3.93888e+01,3.93889e+01,3.93891e+01,2.26498e-08,2.83023e-08,2.60472e-08,2.34544e-08
37.0,37.3912,0.00075,3.93902e+01,3.93900e+01,3.93906e+01,3.93899e+01,1.61032e-08,2.07126e-08,1.06593e-08,2.09014e-08
37.0,37.391,-0.00010,3.93903e+01,3.93894e+01,3.93891e+01,3.93896e+01,1.12255e-08,2.70903e-08,3.09547e-08,2.32160e-08
