HV_set (V),HV_rdb (V), HV_err (V),VsCH_5 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),IsCH_5 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A)
37.0,37.3883,0.00195,3.93866e+01,3.93867e+01,3.93869e+01,3.93865e+01,2.87394e-08,2.71598e-08,2.25703e-08,3.00308e-08
37.0,37.3896,0.00125,3.93883e+01,3.93886e+01,3.93880e+01,3.93880e+01,2.21531e-08,1.68780e-08,2.72989e-08,2.62161e-08
37.0,37.3894,-0.00030,3.93881e+01,3.93879e+01,3.93879e+01,3.93873e+01,2.10603e-08,2.48551e-08,2.52426e-08,3.46601e-08
37.0,37.3894,-0.00050,3.93879e+01,3.93886e+01,3.93880e+01,3.93877e+01,2.49048e-08,1.32124e-08,2.25703e-08,2.79347e-08
37.0,37.3892,-0.00090,3.93880e+01,3.93879e+01,3.93875e+01,3.93877e+01,2.06033e-08,2.12292e-08,2.81731e-08,2.42492e-08
37.0,37.3891,-0.00100,3.93882e+01,3.93876e+01,3.93873e+01,3.93880e+01,1.56760e-08,2.42392e-08,3.06865e-08,1.84576e-08
37.0,37.3894,0.00005,3.93879e+01,3.93882e+01,3.93880e+01,3.93879e+01,2.53220e-08,1.97887e-08,2.40405e-08,2.50538e-08
37.0,37.3894,-0.00095,3.93883e+01,3.93879e+01,3.93881e+01,3.93876e+01,1.89046e-08,2.43485e-08,2.13683e-08,2.97427e-08
37.0,37.3914,0.00160,3.93903e+01,3.93901e+01,3.93898e+01,3.93897e+01,1.77224e-08,2.22524e-08,2.72890e-08,2.82625e-08
37.0,37.3895,-0.00045,3.93882e+01,3.93878e+01,3.93883e+01,3.93879e+01,2.24312e-08,2.78354e-08,1.96695e-08,2.59082e-08
