HV_set (V),HV_rdb (V), HV_err (V),VsCH_13 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_13 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A)
37.0,37.3874,0.00195,3.93859e+01,3.93861e+01,3.93859e+01,3.93859e+01,2.53419e-08,2.15073e-08,2.42492e-08,2.47657e-08
37.0,37.3887,-0.00005,3.93874e+01,3.93873e+01,3.93871e+01,3.93874e+01,2.15471e-08,2.32657e-08,2.71300e-08,2.15173e-08
37.0,37.3907,0.00075,3.93892e+01,3.93893e+01,3.93893e+01,3.93890e+01,2.42293e-08,2.30968e-08,2.33750e-08,2.88586e-08
37.0,37.3898,-0.00020,3.93886e+01,3.93886e+01,3.93888e+01,3.93885e+01,1.99974e-08,1.96596e-08,1.59542e-08,2.22723e-08
37.0,37.3903,-0.00025,3.93889e+01,3.93889e+01,3.93893e+01,3.93890e+01,2.29379e-08,2.29478e-08,1.73151e-08,2.09113e-08
37.0,37.3905,0.00055,3.93891e+01,3.93891e+01,3.93890e+01,3.93891e+01,2.29279e-08,2.26398e-08,2.46863e-08,2.31167e-08
37.0,37.3914,0.00090,3.93899e+01,3.93902e+01,3.93897e+01,3.93903e+01,2.47657e-08,2.06927e-08,2.77758e-08,1.81695e-08
37.0,37.3919,0.00025,3.93911e+01,3.93905e+01,3.93906e+01,3.93905e+01,1.31428e-08,2.27491e-08,2.16564e-08,2.33551e-08
37.0,37.3919,0.00005,3.93905e+01,3.93908e+01,3.93903e+01,3.93905e+01,2.25405e-08,1.82887e-08,2.64943e-08,2.41498e-08
37.0,37.391,-0.00085,3.93896e+01,3.93900e+01,3.93895e+01,3.93894e+01,2.28782e-08,1.72853e-08,2.51830e-08,2.71499e-08
