HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_2 (V),VsCH_3 (V),VsCH_4 (V),IsCH_1 (A),IsCH_2 (A),IsCH_3 (A),IsCH_4 (A)
35.0,34.901,0.00280,3.69000e+01,3.69000e+01,3.69001e+01,3.69000e+01,1.67969e-08,1.62456e-08,1.55883e-08,1.67820e-08
35.5,35.4023,0.00025,3.74015e+01,3.74016e+01,3.74016e+01,3.74015e+01,1.35418e-08,1.20815e-08,1.19590e-08,1.27703e-08
36.0,35.9037,-0.00010,3.79031e+01,3.79029e+01,3.79031e+01,3.79031e+01,1.04010e-08,1.30137e-08,1.06908e-08,1.00947e-08
36.5,36.4045,0.00065,3.84039e+01,3.84039e+01,3.84039e+01,3.84040e+01,9.84967e-09,1.06262e-08,1.08000e-08,8.74864e-09
37.0,36.905,0.00005,3.89043e+01,3.89043e+01,3.89043e+01,3.89043e+01,1.20666e-08,1.12785e-08,1.15352e-08,1.12040e-08
37.5,37.4054,-0.00005,3.94035e+01,3.94036e+01,3.94034e+01,3.94034e+01,3.09414e-08,2.95672e-08,3.29465e-08,3.26600e-08
38.0,37.9074,0.00125,3.99033e+01,3.99035e+01,3.99030e+01,3.99031e+01,6.76745e-08,6.57290e-08,7.31150e-08,7.12044e-08
38.5,38.4074,-0.00050,4.04002e+01,4.04003e+01,4.03993e+01,4.03997e+01,1.20762e-07,1.18360e-07,1.34851e-07,1.28645e-07
39.0,38.9082,-0.00055,4.08967e+01,4.08970e+01,4.08955e+01,4.08961e+01,1.91250e-07,1.87327e-07,2.12461e-07,2.01025e-07
39.5,39.4083,0.00030,4.13912e+01,4.13917e+01,4.13893e+01,4.13909e+01,2.85510e-07,2.76804e-07,3.16918e-07,2.90392e-07
40.0,39.9084,-0.00070,4.18844e+01,4.18849e+01,4.18817e+01,4.18839e+01,4.00128e-07,3.91944e-07,4.45750e-07,4.08543e-07
40.5,40.4092,0.00055,4.23762e+01,4.23772e+01,4.23725e+01,4.23758e+01,5.49715e-07,5.33457e-07,6.11112e-07,5.57577e-07
41.0,40.9115,0.00070,4.28672e+01,4.28680e+01,4.28618e+01,4.28664e+01,7.38891e-07,7.25329e-07,8.28092e-07,7.51654e-07
41.5,41.4119,0.00005,4.33526e+01,4.33535e+01,4.33463e+01,4.33524e+01,9.88157e-07,9.74399e-07,1.09289e-06,9.92740e-07
42.0,41.9119,-0.00105,4.38332e+01,4.38337e+01,4.38251e+01,4.38326e+01,1.31157e-06,1.30432e-06,1.44653e-06,1.32150e-06
42.5,42.4138,0.00105,4.43094e+01,4.43097e+01,4.42972e+01,4.43098e+01,1.74006e-06,1.73612e-06,1.94420e-06,1.73452e-06
43.0,42.9147,0.00095,4.47744e+01,4.47734e+01,4.47582e+01,4.47748e+01,2.33922e-06,2.35486e-06,2.60977e-06,2.33174e-06
43.5,43.4126,-0.00200,4.52237e+01,4.52189e+01,4.52003e+01,4.52249e+01,3.14899e-06,3.22841e-06,3.53912e-06,3.12974e-06
44.0,43.9131,-0.00015,4.56538e+01,4.56461e+01,4.56203e+01,4.56544e+01,4.32283e-06,4.45035e-06,4.88161e-06,4.31341e-06
44.5,44.414,0.00055,4.60525e+01,4.60342e+01,4.60089e+01,4.60543e+01,6.02594e-06,6.33130e-06,6.75400e-06,5.99680e-06
45.0,44.9157,0.00105,4.64058e+01,4.63735e+01,4.63461e+01,4.64091e+01,8.50100e-06,9.03844e-06,9.49538e-06,8.44613e-06
