HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_2 (V),VsCH_3 (V),VsCH_4 (V),IsCH_1 (A),IsCH_2 (A),IsCH_3 (A),IsCH_4 (A)
35.0,34.4716,0.00715,3.64709e+01,3.64715e+01,3.64710e+01,3.64711e+01,1.11759e-08,1.91232e-09,9.52681e-09,8.38439e-09
35.5,34.9779,0.00485,3.69777e+01,3.69776e+01,3.69777e+01,3.69774e+01,3.57462e-09,5.38594e-09,4.14749e-09,7.84132e-09
36.0,35.4819,0.00345,3.74816e+01,3.74816e+01,3.74816e+01,3.74816e+01,4.99354e-09,5.42071e-09,4.64088e-09,4.34452e-09
36.5,35.9881,0.00545,3.79879e+01,3.79874e+01,3.79878e+01,3.79879e+01,3.22196e-09,1.09954e-08,4.42896e-09,3.64251e-09
37.0,36.4929,0.00465,3.84923e+01,3.84928e+01,3.84924e+01,3.84927e+01,9.48707e-09,2.08947e-09,8.18074e-09,2.68552e-09
37.5,36.9967,0.00350,3.89962e+01,3.89958e+01,3.89960e+01,3.89961e+01,8.89268e-09,1.51346e-08,1.14871e-08,1.05881e-08
38.0,37.5023,0.00450,3.95005e+01,3.95002e+01,3.95003e+01,3.95004e+01,3.04149e-08,3.48075e-08,3.27528e-08,3.21782e-08
38.5,38.0079,0.00435,4.00033e+01,4.00029e+01,4.00038e+01,4.00033e+01,7.71350e-08,8.30574e-08,6.75387e-08,7.59893e-08
39.0,38.5131,0.00495,4.05049e+01,4.05040e+01,4.05054e+01,4.05047e+01,1.36261e-07,1.51583e-07,1.27979e-07,1.40301e-07
39.5,39.0167,0.00365,4.10037e+01,4.10030e+01,4.10041e+01,4.10036e+01,2.16294e-07,2.29205e-07,2.09605e-07,2.17759e-07
40.0,39.5216,0.00415,4.15030e+01,4.15009e+01,4.15036e+01,4.15023e+01,3.09684e-07,3.45775e-07,2.99758e-07,3.22067e-07
40.5,40.0259,0.00460,4.19999e+01,4.19964e+01,4.19998e+01,4.19986e+01,4.33564e-07,4.91901e-07,4.35707e-07,4.55668e-07
41.0,40.5293,0.00320,4.24932e+01,4.24892e+01,4.24939e+01,4.24925e+01,6.02164e-07,6.69155e-07,5.89894e-07,6.13333e-07
41.5,41.0336,0.00265,4.29848e+01,4.29791e+01,4.29852e+01,4.29841e+01,8.12847e-07,9.08352e-07,8.07348e-07,8.25059e-07
42.0,41.5396,0.00370,4.34748e+01,4.34673e+01,4.34752e+01,4.34735e+01,1.08040e-06,1.20569e-06,1.07421e-06,1.10197e-06
42.5,42.0426,0.00260,4.39559e+01,4.39456e+01,4.39550e+01,4.39555e+01,1.44591e-06,1.61757e-06,1.46117e-06,1.45286e-06
43.0,42.5473,0.00245,4.44323e+01,4.44180e+01,4.44295e+01,4.44308e+01,1.91793e-06,2.15567e-06,1.96338e-06,1.94148e-06
43.5,43.0524,0.00405,4.48973e+01,4.48788e+01,4.48943e+01,4.48980e+01,2.58620e-06,2.89423e-06,2.63560e-06,2.57411e-06
44.0,43.556,0.00585,4.53454e+01,4.53202e+01,4.53391e+01,4.53470e+01,3.51155e-06,3.93056e-06,3.61521e-06,3.48376e-06
44.5,44.0597,0.00340,4.57696e+01,4.57333e+01,4.57585e+01,4.57692e+01,4.83631e-06,5.44134e-06,5.02061e-06,4.84311e-06
45.0,44.5642,0.00375,4.61633e+01,4.61107e+01,4.61339e+01,4.61609e+01,6.68310e-06,7.55996e-06,7.17304e-06,6.72406e-06
