HV_set (V),HV_rdb (V), HV_err (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A)
35.0,34.7594,0.00220,3.67594e+01,3.67595e+01,3.67591e+01,3.67589e+01,1.92059e-10,-1.09441e-09,5.73529e-09,8.74533e-09
35.5,35.259,-0.00180,3.72591e+01,3.72587e+01,3.72588e+01,3.72591e+01,-1.37919e-09,5.02169e-09,4.07464e-09,-1.81794e-09
36.0,35.7566,-0.00120,3.77563e+01,3.77567e+01,3.77567e+01,3.77565e+01,4.53989e-09,-1.30634e-09,-9.43740e-10,1.00666e-09
36.5,36.255,-0.00200,3.82552e+01,3.82547e+01,3.82553e+01,3.82552e+01,-4.16239e-09,5.12766e-09,-4.58128e-09,-3.09447e-09
37.0,36.7558,-0.00065,3.87554e+01,3.87556e+01,3.87555e+01,3.87557e+01,6.89758e-09,3.95874e-09,4.69055e-09,1.06295e-09
37.5,37.2556,0.00010,3.92545e+01,3.92546e+01,3.92547e+01,3.92545e+01,1.75072e-08,1.65585e-08,1.45601e-08,1.81331e-08
38.0,37.7519,-0.00140,3.97490e+01,3.97495e+01,3.97489e+01,3.97487e+01,4.82880e-08,3.98176e-08,4.94073e-08,5.35780e-08
38.5,38.2523,-0.00030,4.02466e+01,4.02470e+01,4.02462e+01,4.02468e+01,9.42714e-08,8.87712e-08,1.01977e-07,9.10295e-08
39.0,38.7527,0.00135,4.07436e+01,4.07435e+01,4.07427e+01,4.07434e+01,1.51439e-07,1.53760e-07,1.66214e-07,1.54944e-07
39.5,39.2509,0.00000,4.12362e+01,4.12371e+01,4.12351e+01,4.12367e+01,2.44497e-07,2.30736e-07,2.63462e-07,2.37200e-07
40.0,39.7499,-0.00140,4.17293e+01,4.17306e+01,4.17271e+01,4.17294e+01,3.42919e-07,3.20966e-07,3.80857e-07,3.41031e-07
40.5,40.2481,-0.00180,4.22191e+01,4.22207e+01,4.22168e+01,4.22199e+01,4.83033e-07,4.56888e-07,5.21330e-07,4.70791e-07
41.0,40.7488,-0.00150,4.27098e+01,4.27112e+01,4.27055e+01,4.27113e+01,6.50166e-07,6.27180e-07,7.22092e-07,6.25577e-07
41.5,41.2492,0.00075,4.31967e+01,4.31979e+01,4.31913e+01,4.31972e+01,8.74852e-07,8.54808e-07,9.64989e-07,8.66736e-07
42.0,41.748,-0.00270,4.36780e+01,4.36798e+01,4.36710e+01,4.36791e+01,1.16758e-06,1.13702e-06,1.28329e-06,1.14826e-06
42.5,42.2463,-0.00255,4.41535e+01,4.41547e+01,4.41440e+01,4.41542e+01,1.54766e-06,1.52757e-06,1.70468e-06,1.53574e-06
43.0,42.7448,-0.00290,4.46228e+01,4.46219e+01,4.46066e+01,4.46212e+01,2.03425e-06,2.04917e-06,2.30399e-06,2.05991e-06
43.5,43.2433,-0.00235,4.50783e+01,4.50745e+01,4.50586e+01,4.50784e+01,2.75128e-06,2.81391e-06,3.07986e-06,2.74886e-06
44.0,43.7392,-0.00490,4.55173e+01,4.55096e+01,4.54837e+01,4.55154e+01,3.69890e-06,3.82778e-06,4.25872e-06,3.73092e-06
44.5,44.238,-0.00195,4.59256e+01,4.59159e+01,4.58864e+01,4.59289e+01,5.20731e-06,5.36943e-06,5.86080e-06,5.15324e-06
45.0,44.7371,-0.00030,4.63015e+01,4.62769e+01,4.62472e+01,4.63015e+01,7.26132e-06,7.67201e-06,8.16732e-06,7.26117e-06
