HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_2 (V),VsCH_3 (V),VsCH_4 (V),IsCH_1 (A),IsCH_2 (A),IsCH_3 (A),IsCH_4 (A)
35.0,34.7614,0.00015,3.67604e+01,3.67604e+01,3.67604e+01,3.67604e+01,1.61313e-08,1.65221e-08,1.65767e-08,1.67423e-08
35.5,35.2606,-0.00240,3.72597e+01,3.72599e+01,3.72599e+01,3.72598e+01,1.57042e-08,1.20898e-08,1.24541e-08,1.29077e-08
36.0,35.7576,-0.00210,3.77569e+01,3.77568e+01,3.77570e+01,3.77573e+01,1.14905e-08,1.32869e-08,9.72218e-09,5.77668e-09
36.5,36.2591,-0.00065,3.82585e+01,3.82586e+01,3.82586e+01,3.82586e+01,1.07023e-08,7.81980e-09,9.00196e-09,9.11785e-09
37.0,36.7588,-0.00085,3.87584e+01,3.87583e+01,3.87584e+01,3.87583e+01,6.95884e-09,8.56651e-09,7.48701e-09,8.11782e-09
37.5,37.2546,-0.00160,3.92533e+01,3.92533e+01,3.92533e+01,3.92532e+01,2.08798e-08,2.16133e-08,2.17557e-08,2.28435e-08
38.0,37.7535,-0.00170,3.97508e+01,3.97501e+01,3.97502e+01,3.97504e+01,4.56952e-08,5.67287e-08,5.49075e-08,5.15713e-08
38.5,38.2541,-0.00040,4.02485e+01,4.02480e+01,4.02475e+01,4.02478e+01,9.26322e-08,1.01613e-07,1.10827e-07,1.04386e-07
39.0,38.7512,-0.00095,4.07417e+01,4.07413e+01,4.07402e+01,4.07416e+01,1.58346e-07,1.65307e-07,1.83546e-07,1.60802e-07
39.5,39.2477,-0.00345,4.12335e+01,4.12329e+01,4.12320e+01,4.12336e+01,2.37332e-07,2.45929e-07,2.62206e-07,2.34766e-07
40.0,39.7478,-0.00170,4.17278e+01,4.17266e+01,4.17247e+01,4.17272e+01,3.34192e-07,3.53075e-07,3.85616e-07,3.42813e-07
40.5,40.2468,-0.00165,4.22188e+01,4.22172e+01,4.22151e+01,4.22181e+01,4.66408e-07,4.92737e-07,5.29067e-07,4.77897e-07
41.0,40.7451,-0.00260,4.27074e+01,4.27058e+01,4.27017e+01,4.27071e+01,6.27978e-07,6.54456e-07,7.24037e-07,6.34094e-07
41.5,41.2451,-0.00110,4.31943e+01,4.31932e+01,4.31872e+01,4.31934e+01,8.47477e-07,8.66034e-07,9.65441e-07,8.61938e-07
42.0,41.7453,-0.00090,4.36763e+01,4.36768e+01,4.36693e+01,4.36771e+01,1.15095e-06,1.14174e-06,1.26718e-06,1.13709e-06
42.5,42.2421,-0.00430,4.41508e+01,4.41501e+01,4.41394e+01,4.41510e+01,1.52155e-06,1.53434e-06,1.71249e-06,1.51912e-06
43.0,42.7415,-0.00150,4.46166e+01,4.46193e+01,4.46052e+01,4.46204e+01,2.08167e-06,2.03795e-06,2.27192e-06,2.01862e-06
43.5,43.2398,-0.00225,4.50692e+01,4.50765e+01,4.50551e+01,4.50760e+01,2.84362e-06,2.72180e-06,3.07854e-06,2.73085e-06
44.0,43.7375,-0.00250,4.55049e+01,4.55130e+01,4.54847e+01,4.55150e+01,3.87681e-06,3.74268e-06,4.21361e-06,3.70918e-06
44.5,44.2371,-0.00145,4.59090e+01,4.59270e+01,4.58861e+01,4.59264e+01,5.46935e-06,5.17046e-06,5.85165e-06,5.17899e-06
45.0,44.7383,0.00080,4.62734e+01,4.63026e+01,4.62454e+01,4.62986e+01,7.74958e-06,7.26291e-06,8.21776e-06,7.33099e-06
