HV_set (V),HV_rdb (V), HV_err (V),VsCH_5 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),IsCH_5 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A)
35.0,35.3225,0.00210,3.73223e+01,3.73223e+01,3.73222e+01,3.73222e+01,3.48522e-09,2.92228e-09,4.25180e-09,5.63761e-09
35.5,35.8269,0.00260,3.78268e+01,3.78269e+01,3.78267e+01,3.78268e+01,1.75668e-09,-3.02990e-10,2.67393e-09,1.24673e-09
36.0,36.3276,0.00025,3.83276e+01,3.83274e+01,3.83274e+01,3.83273e+01,-3.52661e-10,3.85940e-09,4.00345e-09,4.27663e-09
36.5,36.8319,0.00275,3.88314e+01,3.88316e+01,3.88318e+01,3.88315e+01,7.81814e-09,4.50346e-09,2.14080e-09,6.80983e-09
37.0,37.3336,0.00210,3.93324e+01,3.93322e+01,3.93323e+01,3.93325e+01,2.02275e-08,2.26266e-08,2.17259e-08,1.83549e-08
37.5,37.8364,0.00325,3.98336e+01,3.98338e+01,3.98332e+01,3.98333e+01,4.74304e-08,4.39319e-08,5.30812e-08,5.18378e-08
38.0,38.337,0.00060,4.03324e+01,4.03321e+01,4.03315e+01,4.03318e+01,7.62476e-08,8.18786e-08,9.20395e-08,8.59665e-08
38.5,38.8404,0.00205,4.08326e+01,4.08321e+01,4.08314e+01,4.08320e+01,1.29461e-07,1.38147e-07,1.50687e-07,1.39793e-07
39.0,39.3425,0.00190,4.13307e+01,4.13306e+01,4.13289e+01,4.13304e+01,1.97073e-07,1.97609e-07,2.26779e-07,2.01186e-07
39.5,39.8448,0.00160,4.18281e+01,4.18278e+01,4.18257e+01,4.18273e+01,2.77837e-07,2.83753e-07,3.18555e-07,2.91215e-07
40.0,40.3464,0.00110,4.23231e+01,4.23230e+01,4.23196e+01,4.23223e+01,3.88400e-07,3.90086e-07,4.46063e-07,4.01922e-07
40.5,40.849,0.00185,4.28175e+01,4.28170e+01,4.28126e+01,4.28164e+01,5.24322e-07,5.33998e-07,6.06014e-07,5.44096e-07
41.0,41.3523,0.00285,4.33092e+01,4.33095e+01,4.33034e+01,4.33079e+01,7.18090e-07,7.13198e-07,8.15489e-07,7.40384e-07
41.5,41.8548,0.00230,4.37967e+01,4.37962e+01,4.37890e+01,4.37949e+01,9.68830e-07,9.77394e-07,1.09684e-06,9.98172e-07
42.0,42.3567,0.00090,4.42774e+01,4.42785e+01,4.42686e+01,4.42765e+01,1.32145e-06,1.30438e-06,1.46843e-06,1.33764e-06
42.5,42.8583,0.00125,4.47482e+01,4.47519e+01,4.47383e+01,4.47480e+01,1.83477e-06,1.77358e-06,1.99994e-06,1.83834e-06
43.0,43.3607,0.00090,4.52062e+01,4.52142e+01,4.51937e+01,4.52118e+01,2.57590e-06,2.44205e-06,2.78447e-06,2.48258e-06
43.5,43.8627,0.00060,4.56427e+01,4.56571e+01,4.56267e+01,4.56498e+01,3.66759e-06,3.42763e-06,3.93483e-06,3.54851e-06
44.0,44.3634,-0.00015,4.60447e+01,4.60695e+01,4.60292e+01,4.60582e+01,5.31304e-06,4.89973e-06,5.57152e-06,5.08746e-06
44.5,44.8673,0.00240,4.63879e+01,4.64375e+01,4.63798e+01,4.64201e+01,7.99194e-06,7.16545e-06,8.12717e-06,7.45449e-06
45.0,45.3692,0.00205,4.66546e+01,4.67380e+01,4.66599e+01,4.67102e+01,1.19124e-05,1.05230e-05,1.18253e-05,1.09858e-05
