HV_set (V),HV_rdb (V), HV_err (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A)
37.0,37.3317,-0.00040,3.93308e+01,3.93308e+01,3.93306e+01,3.93306e+01,1.51893e-08,1.48912e-08,1.84178e-08,1.85172e-08
37.0,37.3335,0.00040,3.93328e+01,3.93323e+01,3.93321e+01,3.93323e+01,1.18117e-08,1.98781e-08,2.36034e-08,1.99179e-08
37.0,37.3339,0.00005,3.93329e+01,3.93329e+01,3.93329e+01,3.93327e+01,1.61429e-08,1.74642e-08,1.65701e-08,2.01662e-08
37.0,37.3339,-0.00020,3.93330e+01,3.93327e+01,3.93330e+01,3.93332e+01,1.42058e-08,2.06828e-08,1.49707e-08,1.14342e-08
37.0,37.3344,-0.00045,3.93335e+01,3.93337e+01,3.93329e+01,3.93335e+01,1.52787e-08,1.12653e-08,2.57293e-08,1.54674e-08
37.0,37.3333,0.00000,3.93321e+01,3.93327e+01,3.93321e+01,3.93320e+01,1.93318e-08,1.06692e-08,2.03451e-08,2.09312e-08
37.0,37.3345,-0.00015,3.93332e+01,3.93334e+01,3.93337e+01,3.93333e+01,2.17855e-08,1.76728e-08,1.40071e-08,2.08219e-08
37.0,37.3338,-0.00005,3.93330e+01,3.93328e+01,3.93328e+01,3.93325e+01,1.29441e-08,1.60535e-08,1.64409e-08,2.19246e-08
37.0,37.3329,-0.00075,3.93321e+01,3.93319e+01,3.93323e+01,3.93320e+01,1.31031e-08,1.65006e-08,1.03712e-08,1.53085e-08
37.0,37.3331,-0.00020,3.93320e+01,3.93320e+01,3.93321e+01,3.93323e+01,1.76330e-08,1.91033e-08,1.67787e-08,1.36793e-08
