HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_2 (V),VsCH_3 (V),VsCH_4 (V),IsCH_1 (A),IsCH_2 (A),IsCH_3 (A),IsCH_4 (A)
37.0,37.3174,0.00305,3.93157e+01,3.93157e+01,3.93159e+01,3.93157e+01,2.80440e-08,2.83519e-08,2.49644e-08,2.90672e-08
37.0,37.3186,0.00000,3.93172e+01,3.93171e+01,3.93170e+01,3.93171e+01,2.32160e-08,2.47260e-08,2.58684e-08,2.57790e-08
37.0,37.3206,0.00085,3.93193e+01,3.93191e+01,3.93192e+01,3.93191e+01,2.11199e-08,2.46664e-08,2.38319e-08,2.49147e-08
37.0,37.3232,0.00040,3.93216e+01,3.93221e+01,3.93220e+01,3.93220e+01,2.67923e-08,1.91132e-08,1.91728e-08,1.95603e-08
37.0,37.322,-0.00165,3.93207e+01,3.93206e+01,3.93205e+01,3.93207e+01,2.19146e-08,2.35041e-08,2.44677e-08,2.17259e-08
37.0,37.3232,0.00035,3.93221e+01,3.93217e+01,3.93218e+01,3.93221e+01,1.81496e-08,2.48551e-08,2.27193e-08,1.83086e-08
37.0,37.3242,0.00020,3.93228e+01,3.93227e+01,3.93230e+01,3.93229e+01,2.28683e-08,2.47161e-08,1.98682e-08,2.21829e-08
37.0,37.325,0.00045,3.93238e+01,3.93238e+01,3.93237e+01,3.93238e+01,2.06729e-08,2.05735e-08,2.15570e-08,1.96993e-08
37.0,37.3258,0.00020,3.93245e+01,3.93244e+01,3.93245e+01,3.93244e+01,2.10901e-08,2.33154e-08,2.09709e-08,2.33452e-08
37.0,37.3264,0.00015,3.93253e+01,3.93249e+01,3.93252e+01,3.93251e+01,1.77125e-08,2.45571e-08,1.92424e-08,2.16564e-08
