HV_set (V),HV_rdb (V), HV_err (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A)
35.0,35.3376,0.00240,3.73376e+01,3.73373e+01,3.73374e+01,3.73375e+01,-5.48032e-10,5.39422e-09,2.64413e-09,1.99179e-09
35.5,35.8404,0.00160,3.78400e+01,3.78402e+01,3.78402e+01,3.78402e+01,6.93401e-09,3.70377e-09,2.84281e-09,3.31799e-09
36.0,36.3416,0.00075,3.83415e+01,3.83414e+01,3.83415e+01,3.83412e+01,1.50502e-09,4.00179e-09,1.21031e-09,5.96378e-09
36.5,36.8433,0.00230,3.88430e+01,3.88432e+01,3.88429e+01,3.88433e+01,4.69221e-09,1.48349e-09,6.03497e-09,7.74860e-10
37.0,37.3441,0.00055,3.93425e+01,3.93428e+01,3.93423e+01,3.93427e+01,2.67343e-08,2.21514e-08,3.01682e-08,2.39280e-08
37.5,37.8461,-0.00040,3.98422e+01,3.98425e+01,3.98427e+01,3.98421e+01,6.46147e-08,5.95384e-08,5.63314e-08,6.58830e-08
38.0,38.3479,0.00060,4.03406e+01,4.03412e+01,4.03417e+01,4.03407e+01,1.22390e-07,1.12403e-07,1.04088e-07,1.19906e-07
38.5,38.8484,0.00015,4.08365e+01,4.08377e+01,4.08380e+01,4.08372e+01,1.97960e-07,1.78422e-07,1.73170e-07,1.86960e-07
39.0,39.3503,0.00020,4.13320e+01,4.13342e+01,4.13347e+01,4.13337e+01,3.04702e-07,2.67873e-07,2.60280e-07,2.77499e-07
39.5,39.8524,0.00090,4.18268e+01,4.18292e+01,4.18303e+01,4.18290e+01,4.26234e-07,3.86475e-07,3.69022e-07,3.90410e-07
40.0,40.3536,0.00010,4.23183e+01,4.23219e+01,4.23224e+01,4.23211e+01,5.88453e-07,5.28142e-07,5.20055e-07,5.41973e-07
40.5,40.8551,-0.00045,4.28070e+01,4.28119e+01,4.28136e+01,4.28114e+01,8.02345e-07,7.20657e-07,6.91156e-07,7.29180e-07
41.0,41.3578,0.00135,4.32934e+01,4.33004e+01,4.33016e+01,4.32995e+01,1.07408e-06,9.56305e-07,9.37182e-07,9.72493e-07
41.5,41.8594,0.00195,4.37733e+01,4.37827e+01,4.37838e+01,4.37822e+01,1.43460e-06,1.27819e-06,1.25970e-06,1.28670e-06
42.0,42.3599,0.00135,4.42457e+01,4.42571e+01,4.42589e+01,4.42576e+01,1.90434e-06,1.71401e-06,1.68324e-06,1.70580e-06
42.5,42.8611,0.00150,4.47072e+01,4.47244e+01,4.47230e+01,4.47240e+01,2.56564e-06,2.27962e-06,2.30272e-06,2.28526e-06
43.0,43.3609,0.00010,4.51516e+01,4.51742e+01,4.51706e+01,4.51754e+01,3.48996e-06,3.11176e-06,3.17246e-06,3.09174e-06
43.5,43.86,-0.00270,4.55713e+01,4.56043e+01,4.55981e+01,4.56062e+01,4.81247e-06,4.26260e-06,4.36670e-06,4.23056e-06
44.0,44.3617,-0.00075,4.59601e+01,4.60090e+01,4.59920e+01,4.60096e+01,6.69424e-06,5.87978e-06,6.16292e-06,5.87010e-06
44.5,44.8632,0.00015,4.63006e+01,4.63612e+01,4.63330e+01,4.63646e+01,9.37942e-06,8.36909e-06,8.83884e-06,8.31275e-06
45.0,45.3651,0.00080,4.65759e+01,4.66579e+01,4.66144e+01,4.66684e+01,1.31570e-05,1.17895e-05,1.25152e-05,1.16149e-05
