HV_set (V),HV_rdb (V), HV_err (V),VsCH_13 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_13 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A)
37.0,37.3365,-0.00040,3.93354e+01,3.93349e+01,3.93351e+01,3.93350e+01,1.83980e-08,2.64843e-08,2.36630e-08,2.49743e-08
37.0,37.3385,0.00105,3.93374e+01,3.93371e+01,3.93369e+01,3.93371e+01,1.77224e-08,2.36531e-08,2.70009e-08,2.28385e-08
37.0,37.3386,-0.00130,3.93374e+01,3.93374e+01,3.93371e+01,3.93373e+01,2.06828e-08,2.00172e-08,2.46962e-08,2.17160e-08
37.0,37.3388,-0.00070,3.93375e+01,3.93374e+01,3.93374e+01,3.93375e+01,2.10901e-08,2.27988e-08,2.31067e-08,2.12292e-08
37.0,37.339,-0.00060,3.93380e+01,3.93373e+01,3.93376e+01,3.93377e+01,1.68880e-08,2.82427e-08,2.27292e-08,2.17259e-08
37.0,37.3392,-0.00160,3.93379e+01,3.93380e+01,3.93378e+01,3.93380e+01,2.21630e-08,1.93417e-08,2.26200e-08,2.02358e-08
37.0,37.3402,-0.00040,3.93391e+01,3.93390e+01,3.93391e+01,3.93389e+01,1.82390e-08,2.01265e-08,1.87457e-08,2.16166e-08
37.0,37.3424,0.00115,3.93411e+01,3.93410e+01,3.93412e+01,3.93411e+01,2.09312e-08,2.29379e-08,2.00073e-08,2.16862e-08
37.0,37.3421,0.00045,3.93411e+01,3.93407e+01,3.93411e+01,3.93408e+01,1.58946e-08,2.37028e-08,1.73052e-08,2.14577e-08
37.0,37.3396,-0.00120,3.93383e+01,3.93383e+01,3.93385e+01,3.93382e+01,2.18550e-08,2.20140e-08,1.89245e-08,2.30273e-08
